Property Sale Prices,https://wprdc.cartodb.com/viz/24397410-dccd-11e5-82a8-0ea31932ec1d/embed_map
Municipality Borders,https://wprdc.cartodb.com/viz/139ce56c-defb-11e5-b99e-0e674067d321/embed_map
Block Groups,https://wprdc.cartodb.com/viz/d9a0c288-d4ba-11e5-b4b0-0e3ff518bd15/embed_map
Neighborhoods,https://wprdc.cartodb.com/viz/139ce56c-defb-11e5-b99e-0e674067d321/embed_map
